operator_id,name,entity_type,county,agent
0200005,EL DORADO AND ALPINE COUNTY DEPARTMENT O,Op-Id,Alpine,
0200011,EL DORADO IRRIGATION DISTRICT,RMP,Alpine,
0200013,SOUTH TAHOE PUBLIC UTILITIES DISTRICT,Op-Id,Alpine,
0200014,CA DEPARTMENT OF FISH & WILDLIFE,Op-Id,Alpine,
0903047,SEVEN STOREY LLC,Op-Id,Alpine,
0903067,JOHN PICKETT,Op-Id,Alpine,
1400008,PESTMASTER SERVICES INC,RMP,Alpine,
2900064,CALIFORNIA STATE PARKS,Op-Id,Alpine,
3400171,CAL TRANS DISTRICT 10,Op-Id,Alpine,
